"StateName","FIPS","CountyName","Votes","Trump","Clinton","Other","TrumpPCT","ClintonPCT","OtherPCT","TrumpVClinton","TrumpVClintonPCT","FIPSWinner","StateWinner"
"Alabama","01035","Conecuh",6585,3420,3080,85,51.9362186788155,46.7729688686409,1.29081245254366,340,5.16324981017464,"Trump","Trump"
"Alabama","01043","Cullman",37873,32989,3798,1086,87.1042695323845,10.028252316954,2.86747815066142,29191,77.0760172154305,"Trump","Trump"
"Alabama","01013","Butler",8732,4901,3726,105,56.1268896014659,42.6706367384334,1.20247366010078,1175,13.4562528630325,"Trump","Trump"
"Alabama","01039","Covington",15940,13267,2387,286,83.2308657465496,14.9749058971142,1.79422835633626,10880,68.2559598494354,"Trump","Trump"
"Alabama","01041","Crenshaw",6267,4513,1664,90,72.0121270145205,26.5517791606829,1.43609382479655,2849,45.4603478538376,"Trump","Trump"
"Alabama","01063","Greene",4880,838,4013,29,17.172131147541,82.233606557377,0.594262295081967,-3175,-65.0614754098361,"Clinton","Trump"
"Alabama","01045","Dale",18749,13808,4413,528,73.6465944850392,23.5372553202837,2.81615019467705,9395,50.1093391647555,"Trump","Trump"
"Alabama","01023","Choctaw",7292,4106,3109,77,56.3082830499177,42.6357652221613,1.05595172792101,997,13.6725178277565,"Trump","Trump"
"Alabama","01017","Chambers",13900,7843,5784,273,56.4244604316547,41.6115107913669,1.96402877697842,2059,14.8129496402878,"Trump","Trump"
"Alabama","01089","Madison",163389,89520,62822,11047,54.7894901125535,38.4493448151344,6.76116507231209,26698,16.340145297419,"Trump","Trump"
"Alabama","01127","Walker",29472,24266,4497,709,82.335776330076,15.2585504885993,2.40567318132465,19769,67.0772258414766,"Trump","Trump"
"Alabama","01099","Monroe",10271,5795,4332,144,56.4209911401032,42.1770032129296,1.40200564696719,1463,14.2439879271736,"Trump","Trump"
"Alabama","01125","Tuscaloosa",82700,47723,31762,3215,57.7061668681983,38.4062877871826,3.88754534461911,15961,19.2998790810157,"Trump","Trump"
"Alabama","01113","Russell",19256,9210,9579,467,47.8292480265891,49.7455338595762,2.42521811383465,-369,-1.91628583298712,"Clinton","Trump"
"Alabama","01111","Randolph",10187,7705,2291,191,75.6356140178659,22.4894473348385,1.87493864729557,5414,53.1461666830274,"Trump","Trump"
"Alabama","01105","Perry",5278,1407,3824,47,26.657824933687,72.4516862447897,0.890488821523304,-2417,-45.7938613111027,"Clinton","Trump"
"Alabama","01027","Clay",6624,5245,1237,142,79.1817632850241,18.6745169082126,2.14371980676328,4008,60.5072463768116,"Trump","Trump"
"Alabama","01117","Shelby",101254,73020,22977,5257,72.1156695044146,22.6924368420013,5.19189365358406,50043,49.4232326624133,"Trump","Trump"
"Alabama","01019","Cherokee",10733,8953,1547,233,83.4156340259014,14.4134911022081,2.17087487189043,7406,69.0021429236933,"Trump","Trump"
"Alabama","01073","Jefferson",304191,134768,156873,12550,44.3037433717631,51.5705592867639,4.12569734147296,-22105,-7.26681591500077,"Clinton","Trump"
"Alabama","01083","Limestone",40294,29067,9468,1759,72.1372909117983,23.4972948826128,4.36541420558892,19599,48.6399960291855,"Trump","Trump"
"Alabama","01047","Dallas",18792,5789,12836,167,30.8056619838229,68.3056619838229,0.888676032354193,-7047,-37.5,"Clinton","Trump"
"Alabama","01119","Sumter",6411,1581,4746,84,24.6607393542349,74.0290126345344,1.3102480112307,-3165,-49.3682732802995,"Clinton","Trump"
"Alabama","01015","Calhoun",47864,32865,13242,1757,68.6632960053485,27.6658866789236,3.6708173157279,19623,40.9974093264249,"Trump","Trump"
"Alabama","01103","Morgan",50644,37486,11254,1904,74.018639917858,22.221783429429,3.75957665271306,26232,51.796856488429,"Trump","Trump"
"Alabama","01061","Geneva",11758,9994,1525,239,84.997448545671,12.9698928389182,2.03265861541078,8469,72.0275557067528,"Trump","Trump"
"Alabama","01051","Elmore",37260,27634,8443,1183,74.1653247450349,22.6596886741814,3.17498658078368,19191,51.5056360708535,"Trump","Trump"
"Alabama","01097","Mobile",172737,95116,72186,5435,55.0640569188998,41.7895413258306,3.14640175526957,22930,13.2745155930692,"Trump","Trump"
"Alabama","01085","Lowndes",6684,1751,4883,50,26.1968880909635,73.0550568521843,0.748055056852184,-3132,-46.8581687612208,"Clinton","Trump"
"Alabama","01055","Etowah",44164,32353,10442,1369,73.2564985055701,23.6436916945929,3.09980979983697,21911,49.6128068109773,"Trump","Trump"
"Alabama","01065","Hale",8040,3173,4775,92,39.4651741293532,59.3905472636816,1.14427860696517,-1602,-19.9253731343284,"Clinton","Trump"
"Alabama","01001","Autauga",24973,18172,5936,865,72.7665879149481,23.7696712449445,3.46374084010732,12236,48.9969166700036,"Trump","Trump"
"Alabama","01029","Cleburne",6593,5764,684,145,87.4260579402396,10.3746397694525,2.1993022903079,5080,77.0514181707872,"Trump","Trump"
"Alabama","01101","Montgomery",95878,34003,58916,2959,35.4648615949436,61.448924675108,3.08621372994848,-24913,-25.9840630801644,"Clinton","Trump"
"Alabama","01067","Henry",8072,5632,2292,148,69.7720515361744,28.394449950446,1.83349851337958,3340,41.3776015857284,"Trump","Trump"
"Alabama","01005","Barbour",10469,5454,4871,144,52.0966663482663,46.5278441111854,1.37548954054829,583,5.5688222370809,"Trump","Trump"
"Alaska","02000","Alaska",246588,130415,93007,23166,52.8878128700504,37.7175693869937,9.39461774295586,37408,15.1702434830568,"Trump","Trump"
"Arizona","04023","Santa Cruz",16433,3897,11690,846,23.7144769670784,71.1373455851031,5.14817744781841,-7793,-47.4228686180247,"Clinton","Trump"
"Arizona","04005","Coconino",59784,21108,32404,6272,35.3071055800883,54.2017931219055,10.4911012980062,-11296,-18.8946875418172,"Clinton","Trump"
"Arizona","04027","Yuma",53010,25165,24605,3240,47.4721750613092,46.415770609319,6.11205432937182,560,1.05640445199019,"Trump","Trump"
"Arizona","04021","Pinal",129546,72819,47892,8835,56.2109212171738,36.9691074984947,6.81997128433143,24927,19.2418137186791,"Trump","Trump"
"Arizona","04001","Apache",27661,8240,17083,2338,29.7892339394816,61.7584324500199,8.45233361049854,-8843,-31.9691985105383,"Clinton","Trump"
"Arizona","04011","Greenlee",3300,1892,1092,316,57.3333333333333,33.0909090909091,9.57575757575758,800,24.2424242424242,"Trump","Trump"
"Arizona","04025","Yavapai",114450,71330,35590,7530,62.3241590214067,31.0965487112276,6.57929226736566,35740,31.2276103101791,"Trump","Trump"
"Arizona","04013","Maricopa",1567834,747361,702907,117566,47.668375606091,44.8329989016694,7.49862549223961,44454,2.83537670442152,"Trump","Trump"
"Arizona","04012","La Paz",5951,4003,1575,373,67.2660057133255,26.4661401445135,6.26785414216098,2428,40.799865568812,"Trump","Trump"
"Arizona","04003","Cochise",50015,28092,17450,4473,56.1671498550435,34.889533140058,8.94331700489853,10642,21.2776167149855,"Trump","Trump"
"Arizona","04009","Graham",12281,8025,3301,955,65.3448416252748,26.8789186548327,7.77623971989252,4724,38.4659229704422,"Trump","Trump"
"Arizona","04015","Mohave",79943,58282,17455,4206,72.9044444166469,21.8343069436974,5.26124863965576,40827,51.0701374729495,"Trump","Trump"
"Arizona","04007","Gila",22515,14182,7003,1330,62.9891183655341,31.1037086386853,5.90717299578059,7179,31.8854097268488,"Trump","Trump"
"Arizona","04019","Pima",421640,167428,224661,29551,39.7087562849824,53.2826581918224,7.00858552319514,-57233,-13.57390190684,"Clinton","Trump"
"Arizona","04017","Navajo",40294,20577,16459,3258,51.0671564004566,40.8472725467812,8.0855710527622,4118,10.2198838536755,"Trump","Trump"
"Arkansas","05135","Sharp",7249,5407,1472,370,74.5895985653194,20.3062491378121,5.10415229686853,3935,54.2833494275072,"Trump","Trump"
"Arkansas","05041","Desha",4257,1919,2228,110,45.0786939159032,52.3373267559314,2.58397932816537,-309,-7.2586328400282,"Clinton","Trump"
"Arkansas","05115","Pope",22569,16256,5000,1313,72.0280030129824,22.1542824227923,5.81771456422526,11256,49.8737205901901,"Trump","Trump"
"Arkansas","05011","Bradley",3653,2164,1317,172,59.2389816589105,36.052559540104,4.70845880098549,847,23.1864221188065,"Trump","Trump"
"Arkansas","05059","Hot Spring",11944,8172,3149,623,68.4192900200938,26.3647019423979,5.21600803750837,5023,42.0545880776959,"Trump","Trump"
"Arkansas","05029","Conway",7927,4849,2656,422,61.1706824776082,33.5057398763719,5.32357764601993,2193,27.6649426012363,"Trump","Trump"
"Arkansas","05051","Garland",40805,26087,12311,2407,63.9308908222032,30.1703222644284,5.89878691336846,13776,33.7605685577748,"Trump","Trump"
"Arkansas","05141","Van Buren",7339,5382,1549,408,73.3342417223055,21.1064177680883,5.55934050960621,3833,52.2278239542172,"Trump","Trump"
"Arkansas","05035","Crittenden",15952,6964,8410,578,43.6559679037111,52.7206619859579,3.62337011033099,-1446,-9.06469408224674,"Clinton","Trump"
"Arkansas","05007","Benton",96824,60871,28005,7948,62.8676774353466,28.923613980005,8.20870858464843,32866,33.9440634553416,"Trump","Trump"
"Arkansas","05143","Washington",81861,41476,33366,7019,50.6663734867642,40.7593359475208,8.57429056571505,8110,9.90703753924335,"Trump","Trump"
"Arkansas","05033","Crawford",22450,16686,4488,1276,74.3251670378619,19.9910913140312,5.6837416481069,12198,54.3340757238307,"Trump","Trump"
"Arkansas","05003","Ashley",8083,5338,2408,337,66.0398366942967,29.7909192131634,4.1692440925399,2930,36.2489174811332,"Trump","Trump"
"Arkansas","05125","Saline",52100,35863,13256,2981,68.8349328214971,25.4433781190019,5.72168905950096,22607,43.3915547024952,"Trump","Trump"
"Arkansas","05047","Franklin",6770,5039,1376,355,74.4313146233383,20.3249630723781,5.2437223042836,3663,54.1063515509601,"Trump","Trump"
"Arkansas","05091","Miller",16091,11294,4273,524,70.1883040208812,26.5552172021627,3.25647877695606,7021,43.6330868187185,"Trump","Trump"
"Arkansas","05079","Lincoln",3826,2455,1252,119,64.1662310507057,32.723470987977,3.1102979613173,1203,31.4427600627287,"Trump","Trump"
"Arkansas","05005","Baxter",19766,14682,4169,915,74.2790650612162,21.091773752909,4.62916118587473,10513,53.1872913083072,"Trump","Trump"
"Arkansas","05109","Pike",3981,3150,685,146,79.1258477769405,17.2067319768902,3.6674202461693,2465,61.9191158000502,"Trump","Trump"
"Arkansas","05067","Jackson",5156,3267,1583,306,63.3630721489527,30.7020946470132,5.93483320403414,1684,32.6609775019395,"Trump","Trump"
"Arkansas","05137","Stone",5577,4113,1203,261,73.7493275954814,21.5707369553523,4.67993544916622,2910,52.1785906401291,"Trump","Trump"
"Arkansas","05057","Hempstead",7049,4401,2377,271,62.4343878564335,33.7210951908072,3.84451695275926,2024,28.7132926656263,"Trump","Trump"
"Arkansas","05045","Faulkner",47527,29346,14629,3552,61.7459549308814,30.7803985103204,7.47364655879816,14717,30.9655564205609,"Trump","Trump"
"Arkansas","05085","Lonoke",27100,19958,5664,1478,73.6457564575646,20.90036900369,5.45387453874539,14294,52.7453874538745,"Trump","Trump"
"Arkansas","05049","Fulton",4772,3471,1067,234,72.7367979882649,22.3595976529757,4.90360435875943,2404,50.3772003352892,"Trump","Trump"
"Arkansas","05001","Arkansas",6212,3826,1939,447,61.5904700579524,31.2137797810689,7.19575016097875,1887,30.3766902768835,"Trump","Trump"
"Arkansas","05069","Jefferson",25894,9250,15772,872,35.7225612110914,60.9098632887928,3.36757550011586,-6522,-25.1873020777014,"Clinton","Trump"
"Arkansas","05129","Searcy",3728,2955,601,172,79.2650214592275,16.1212446351931,4.6137339055794,2354,63.1437768240343,"Trump","Trump"
"Arkansas","05073","Lafayette",2860,1758,1032,70,61.4685314685315,36.0839160839161,2.44755244755245,726,25.3846153846154,"Trump","Trump"
"Arkansas","05071","Johnson",9112,6091,2427,594,66.8459174714662,26.6352063213345,6.5188762071993,3664,40.2107111501317,"Trump","Trump"
"Arkansas","05083","Logan",7921,5746,1715,460,72.541345789673,21.6513066532004,5.80734755712663,4031,50.8900391364727,"Trump","Trump"
"Arkansas","05095","Monroe",2884,1489,1312,83,51.629680998613,45.4923717059639,2.87794729542302,177,6.1373092926491,"Trump","Trump"
"Arkansas","05093","Mississippi",13204,7061,5670,473,53.4762193274765,42.9415328688276,3.58224780369585,1391,10.5346864586489,"Trump","Trump"
"Arkansas","05023","Cleburne",12085,9458,2101,526,78.2623086470832,17.3851882498966,4.35250310302027,7357,60.8771203971866,"Trump","Trump"
"Arkansas","05131","Sebastian",44637,29127,12300,3210,65.2530411990053,27.5556152967269,7.19134350426776,16827,37.6974259022784,"Trump","Trump"
"Arkansas","05133","Sevier",4562,3282,1075,205,71.9421306444542,23.5642262165717,4.49364313897413,2207,48.3779044278825,"Trump","Trump"
"Arkansas","05009","Boone",16111,12235,2926,950,75.9419030476072,18.1615045621004,5.89659239029235,9309,57.7803984855068,"Trump","Trump"
"Arkansas","05037","Cross",6874,4584,1999,291,66.6860634274076,29.0805935408787,4.2333430317137,2585,37.605469886529,"Trump","Trump"
"Arkansas","05039","Dallas",2771,1509,1165,97,54.4568747744497,42.0425839047275,3.50054132082281,344,12.4142908697221,"Trump","Trump"
"Arkansas","05121","Randolph",6379,4509,1425,445,70.6850603542875,22.3389245963317,6.97601504938078,3084,48.3461357579558,"Trump","Trump"
"Arkansas","05111","Poinsett",7722,5502,1880,340,71.2509712509712,24.3460243460243,4.4030044030044,3622,46.9049469049469,"Trump","Trump"
"Arkansas","05103","Ouachita",9935,5351,4321,263,53.8600905888274,43.4927025666834,2.64720684448918,1030,10.3673880221439,"Trump","Trump"
"Arkansas","05061","Howard",4674,3157,1351,166,67.5438596491228,28.9045785194694,3.55156183140779,1806,38.6392811296534,"Trump","Trump"
"Arkansas","05101","Newton",3753,2875,699,179,76.605382360778,18.6250999200639,4.76951771915801,2176,57.9802824407141,"Trump","Trump"
"Arkansas","05077","Lee",3026,1229,1735,62,40.6146728354263,57.3364177131527,2.04890945142102,-506,-16.7217448777264,"Clinton","Trump"
"Arkansas","05019","Clark",8526,4404,3620,502,51.6537649542576,42.458362655407,5.88787239033544,784,9.19540229885057,"Trump","Trump"
"Arkansas","05021","Clay",5200,3781,1199,220,72.7115384615385,23.0576923076923,4.23076923076923,2582,49.6538461538462,"Trump","Trump"
"Arkansas","05089","Marion",7107,5336,1434,337,75.0809061488673,20.1772899957788,4.74180385535388,3902,54.9036161530885,"Trump","Trump"
"Arkansas","05139","Union",16894,10456,5855,583,61.8917959038712,34.6572747721084,3.45092932402036,4601,27.2345211317627,"Trump","Trump"
"Arkansas","05053","Grant",7445,5725,1373,347,76.8972464741437,18.4419073203492,4.66084620550705,4352,58.4553391537945,"Trump","Trump"
"Arkansas","05097","Montgomery",3559,2643,748,168,74.2624332677718,21.017139645968,4.72042708626019,1895,53.2452936218039,"Trump","Trump"
"Arkansas","05087","Madison",6841,4928,1588,325,72.0362520099401,23.2129805583979,4.75076743166204,3340,48.8232714515422,"Trump","Trump"
"Arkansas","05123","Saint Francis",7430,3195,4031,204,43.0013458950202,54.2530282637954,2.74562584118439,-836,-11.2516823687752,"Clinton","Trump"
"Arkansas","05013","Calhoun",2269,1556,639,74,68.5764654032613,28.1621859850154,3.26134861172323,917,40.4142794182459,"Trump","Trump"
"Arkansas","05031","Craighead",35573,22892,10538,2143,64.3521772130548,29.6235909257021,6.02423186124308,12354,34.7285862873528,"Trump","Trump"
"Arkansas","05119","Pulaski",159776,61257,89574,8945,38.339300020028,56.0622371319848,5.59846284798718,-28317,-17.7229371119567,"Clinton","Trump"
"Arkansas","05043","Drew",6595,3968,2365,262,60.1667930250189,35.8605003790751,3.97270659590599,1603,24.3062926459439,"Trump","Trump"
"Arkansas","05017","Chicot",4176,1716,2350,110,41.0919540229885,56.2739463601533,2.63409961685824,-634,-15.1819923371648,"Clinton","Trump"
"Arkansas","05105","Perry",4306,3008,1049,249,69.8560148629819,24.3613562470971,5.78262888992104,1959,45.4946586158848,"Trump","Trump"
"Arkansas","05145","White",27999,21077,5170,1752,75.2776884888746,18.4649451766135,6.25736633451195,15907,56.8127433122611,"Trump","Trump"
"Arkansas","05117","Prairie",3444,2505,814,125,72.7351916376307,23.6353077816492,3.62950058072009,1691,49.0998838559814,"Trump","Trump"
"Arkansas","05149","Yell",6439,4608,1480,351,71.5639074390433,22.9849355489983,5.45115701195838,3128,48.578971890045,"Trump","Trump"
"Arkansas","05055","Greene",14600,10720,3071,809,73.4246575342466,21.0342465753425,5.54109589041096,7649,52.3904109589041,"Trump","Trump"
"Arkansas","05027","Columbia",8887,5456,3140,291,61.3930460222797,35.3325081579836,3.27444581973669,2316,26.0605378642962,"Trump","Trump"
"Arkansas","05147","Woodruff",2571,1347,1118,106,52.392065344224,43.4850252819914,4.12290937378452,229,8.9070400622326,"Trump","Trump"
"Arkansas","05015","Carroll",10758,6786,3342,630,63.0786391522588,31.0652537646403,5.85610708310095,3444,32.0133853876185,"Trump","Trump"
"Arkansas","05065","Izard",5448,4042,1113,293,74.1923641703377,20.4295154185022,5.37812041116006,2929,53.7628487518355,"Trump","Trump"
"Arkansas","05025","Cleveland",3354,2462,723,169,73.4048896839595,21.5563506261181,5.03875968992248,1739,51.8485390578414,"Trump","Trump"
"Arkansas","05113","Polk",8231,6618,1212,401,80.4033531770137,14.7248207994168,4.87182602356943,5406,65.6785323775969,"Trump","Trump"
"Arkansas","05063","Independence",13614,9936,2881,797,72.9836932569414,21.1620390774203,5.85426766563831,7055,51.8216541795211,"Trump","Trump"
"Arkansas","05081","Little River",5227,3605,1397,225,68.9688157643008,26.7266118232256,4.30457241247369,2208,42.2422039410752,"Trump","Trump"
"Arkansas","05099","Nevada",3246,2000,1157,89,61.6142945163278,35.6438693776956,2.74183610597659,843,25.9704251386322,"Trump","Trump"
"Arkansas","05107","Phillips",6953,2446,4310,197,35.1790593988207,61.9876312383144,2.83330936286495,-1864,-26.8085718394937,"Clinton","Trump"
"Arkansas","05075","Lawrence",5685,4064,1263,358,71.4863676341249,22.2163588390501,6.29727352682498,2801,49.2700087950748,"Trump","Trump"
"Arkansas","05127","Scott",3510,2731,602,177,77.8062678062678,17.1509971509972,5.04273504273504,2129,60.6552706552706,"Trump","Trump"
"California","06013","Contra Costa",473014,115956,319287,37771,24.5142849894506,67.5005390960944,7.98517591445496,-203331,-42.9862541066438,"Clinton","Clinton"
"California","06073","San Diego",1306400,477766,735476,93158,36.5711879975505,56.2979179424372,7.13089406001225,-257710,-19.7267299448867,"Clinton","Clinton"
"California","06021","Glenn",9470,5788,3065,617,61.1193241816262,32.3653643083421,6.51531151003168,2723,28.7539598732841,"Trump","Clinton"
"California","06043","Mariposa",8877,5185,3122,570,58.4093725357666,35.1695392587586,6.42108820547482,2063,23.239833277008,"Trump","Clinton"
"California","06109","Tuolumne",25893,14551,9123,2219,56.1966554667285,35.233460780906,8.5698837523655,5428,20.9631946858224,"Trump","Clinton"
"California","06029","Kern",244163,129584,98689,15890,53.0727423893055,40.4193100510724,6.50794755962206,30895,12.6534323382331,"Trump","Clinton"
"California","06011","Colusa",6697,3551,2661,485,53.0237419740182,39.734209347469,7.24204867851277,890,13.2895326265492,"Trump","Clinton"
"California","06107","Tulare",114102,58299,47585,8218,51.0937582163328,41.7039140418222,7.20232774184502,10714,9.38984417451053,"Trump","Clinton"
"California","06101","Sutter",33824,18176,13076,2572,53.7369914853359,38.658940397351,7.60406811731315,5100,15.0780510879849,"Trump","Clinton"
"California","06087","Santa Cruz",130012,22438,95249,12325,17.2584069162846,73.2616989200997,9.47989416361567,-72811,-56.003292003815,"Clinton","Clinton"
"California","06093","Siskiyou",20493,11341,7234,1918,55.3408480944713,35.2998584882643,9.35929341726443,4107,20.040989606207,"Trump","Clinton"
"California","06111","Ventura",356107,132323,194402,29382,37.1582136829661,54.5908954331142,8.25089088391972,-62079,-17.4326817501481,"Clinton","Clinton"
"California","06023","Humboldt",60014,18373,33200,8441,30.6145232779018,55.320425234112,14.0650514879861,-14827,-24.7059019562102,"Clinton","Clinton"
"California","06081","San Mateo",314384,57929,237882,18573,18.4261921726296,75.6660644307598,5.90774339661051,-179953,-57.2398722581302,"Clinton","Clinton"
"California","06089","Shasta",81024,51778,22301,6945,63.9045221169036,27.5239435229068,8.57153436018957,29477,36.3805785939968,"Trump","Clinton"
"California","06053","Monterey",133408,34895,89088,9425,26.1566023027105,66.7786039817702,7.06479371551931,-54193,-40.6220016790597,"Clinton","Clinton"
"California","06075","San Francisco",408541,37688,345084,25769,9.22502270273975,84.4674096357526,6.30756766150766,-307396,-75.2423869330128,"Clinton","Clinton"
"California","06031","Kings",34310,18093,13617,2600,52.7338968230836,39.6881375692218,7.57796560769455,4476,13.0457592538618,"Trump","Clinton"
"California","06067","Sacramento",562285,189789,326023,46473,33.7531678774998,57.9818063793272,8.26502574317295,-136234,-24.2286385018274,"Clinton","Clinton"
"California","06009","Calaveras",23531,13511,7944,2076,57.4178742934852,33.7597212188177,8.82240448769708,5567,23.6581530746675,"Trump","Clinton"
"California","06017","El Dorado",95149,49247,36404,9498,51.7577693932674,38.2599922227244,9.98223838400824,12843,13.497777170543,"Trump","Clinton"
"California","06097","Sonoma",233303,51408,160435,21460,22.0348645323892,68.7667968264446,9.19833864116621,-109027,-46.7319322940554,"Clinton","Clinton"
"California","06079","San Luis Obispo",137202,56164,67107,13931,40.9352633343537,48.9110945904579,10.1536420751884,-10943,-7.97583125610414,"Clinton","Clinton"
"California","06085","Santa Clara",703709,144826,511684,47199,20.5803819476517,72.7124422168823,6.70717583546608,-366858,-52.1320602692306,"Clinton","Clinton"
"California","06069","San Benito",22122,7841,12521,1760,35.4443540367055,56.5997649398789,7.95588102341561,-4680,-21.1554109031733,"Clinton","Clinton"
"California","06063","Plumas",9850,5420,3459,971,55.0253807106599,35.1167512690355,9.85786802030457,1961,19.9086294416244,"Trump","Clinton"
"California","06007","Butte",97002,45144,41567,10291,46.5392466134719,42.8516937795097,10.6090596070184,3577,3.68755283396219,"Trump","Clinton"
"California","06035","Lassen",10699,7574,2224,901,70.7916627722217,20.7869894382653,8.42134778951304,5350,50.0046733339565,"Trump","Clinton"
"California","06041","Marin",140683,21771,108707,10205,15.4752173325846,77.2708856080692,7.25389705934619,-86936,-61.7956682754846,"Clinton","Clinton"
"California","06045","Mendocino",37915,10888,22079,4948,28.7168666754583,58.232889357774,13.0502439667678,-11191,-29.5160226823157,"Clinton","Clinton"
"California","06015","Del Norte",9558,5134,3485,939,53.7141661435447,36.4616028457836,9.82423101067169,1649,17.252563297761,"Trump","Clinton"
"California","06099","Stanislaus",174406,78494,81647,14265,45.0064791348921,46.8143297822323,8.17919108287559,-3153,-1.80785064734012,"Clinton","Clinton"
"California","06039","Madera",43507,23357,17029,3121,53.6856138092721,39.1408279127497,7.17355827797826,6328,14.5447858965224,"Trump","Clinton"
"California","06051","Mono",5281,2111,2773,397,39.9734898693429,52.5089945086158,7.51751562204128,-662,-12.5355046392729,"Clinton","Clinton"
"California","06057","Nevada",54935,23365,26053,5517,42.5320833712569,47.4251388004005,10.0427778283426,-2688,-4.89305542914354,"Clinton","Clinton"
"California","06037","Los Angeles",3434308,769743,2464364,200201,22.4133362528929,71.7572215421564,5.82944220495075,-1694621,-49.3438852892635,"Clinton","Clinton"
"California","06001","Alameda",659543,95922,514842,48779,14.5437067787847,78.0604145597785,7.39587866143678,-418920,-63.5167077809938,"Clinton","Clinton"
